query_id,source_id,source_text,candidate_score,judgment_score
hier. adv. iovin. 1.41,verg. aen. 1.177,"tum Cererem corruptam undis Cerealiaque arma expediunt fessi rerum, frugesque receptas et torrere parant flammis et frangere saxo.",0.8974482119083405,1.0
hier. adv. iovin. 1.41,verg. aen. 10.875,"sic pater ille deum faciat, sic altus Apollo!",0.8957021534442902,1.0
hier. adv. iovin. 1.41,verg. georg. 2.475,"Me uero primum dulces ante omnia Musae, quarum sacra fero ingenti percussus amore, accipiant caelique uias et sidera monstrent, defectus solis uarios lunaeque labores, unde tremor terris, qua ui maria alta tumescant obicibus ruptis rursusque in se ipsa residant, quid tantum Oceano properent se tingere soles hiberni, uel quae tardis mora noctibus obstet.",0.8855374753475189,1.0
hier. adv. iovin. 1.41,verg. georg. 1.197,"uidi lecta diu et multo spectata labore degenerare tamen, ni uis humana quotannis maxima quaeque manu legeret: sic omnia fatis in peius ruere ac retro sublapsa referri, non aliter quam qui aduerso uix flumine lembum remigiis subigit, si bracchia forte remisit, atque illum in praeceps prono rapit alueus amni.",0.8761798441410065,1.0
hier. adv. iovin. 1.41,verg. aen. 10.636,"tum dea nube caua tenuem sine uiribus umbram in faciem Aeneae uisu mirabile monstrum Dardaniis ornat telis clipeumque iubasque diuini assimulat capitis, dat inania uerba, dat sine mente sonum gressusque effingit euntis, morte obita qualis fama est uolitare figuras aut quae sopitos deludunt somnia sensus.",0.8756253719329834,1.0
hier. adv. iovin. 1.41,verg. ecl. 3.49,MENALCAS Numquam hodie effugies; ueniam quocumque uocaris.,0.860759973526001,1.0
hier. adv. iovin. 1.41,verg. aen. 4.172,"coniugium uocat, hoc praetexit nomine culpam.",0.8289830088615417,0.0
hier. adv. iovin. 2.36,verg. aen. 4.172,"coniugium uocat, hoc praetexit nomine culpam.",0.9825259745121002,1.0
hier. adv. iovin. 2.36,verg. aen. 10.636,"tum dea nube caua tenuem sine uiribus umbram in faciem Aeneae uisu mirabile monstrum Dardaniis ornat telis clipeumque iubasque diuini assimulat capitis, dat inania uerba, dat sine mente sonum gressusque effingit euntis, morte obita qualis fama est uolitare figuras aut quae sopitos deludunt somnia sensus.",0.8990079462528229,1.0
hier. adv. iovin. 2.36,verg. georg. 2.475,"Me uero primum dulces ante omnia Musae, quarum sacra fero ingenti percussus amore, accipiant caelique uias et sidera monstrent, defectus solis uarios lunaeque labores, unde tremor terris, qua ui maria alta tumescant obicibus ruptis rursusque in se ipsa residant, quid tantum Oceano properent se tingere soles hiberni, uel quae tardis mora noctibus obstet.",0.8772214353084564,1.0
hier. adv. iovin. 2.36,verg. aen. 11.508,"o decus Italiae uirgo, quas dicere grates quasue referre parem?",0.8735355734825134,1.0
hier. adv. iovin. 2.36,verg. georg. 1.197,"uidi lecta diu et multo spectata labore degenerare tamen, ni uis humana quotannis maxima quaeque manu legeret: sic omnia fatis in peius ruere ac retro sublapsa referri, non aliter quam qui aduerso uix flumine lembum remigiis subigit, si bracchia forte remisit, atque illum in praeceps prono rapit alueus amni.",0.869737058877945,1.0
hier. adv. iovin. 2.36,verg. ecl. 8.62,"Haec Damon; uos, quae responderit Alphesiboeus, dicite, Pierides: non omnia possumus omnes.",0.8621504604816437,1.0
hier. adv. iovin. 2.36,verg. ecl. 3.26,"non tu in triuiis, indocte, solebas stridenti miserum stipula disperdere carmen?",0.8575935363769531,1.0
hier. adv. iovin. 2.36,verg. aen. 1.177,"tum Cererem corruptam undis Cerealiaque arma expediunt fessi rerum, frugesque receptas et torrere parant flammis et frangere saxo.",0.8527869582176208,1.0
hier. adv. iovin. 2.36,verg. aen. 10.875,"sic pater ille deum faciat, sic altus Apollo!",0.8515584766864777,1.0
hier. adv. iovin. 2.36,verg. ecl. 3.49,MENALCAS Numquam hodie effugies; ueniam quocumque uocaris.,0.8311716914176941,0.0
hier. adv. pelag. 1.23,verg. ecl. 8.62,"Haec Damon; uos, quae responderit Alphesiboeus, dicite, Pierides: non omnia possumus omnes.",0.9503330588340759,1.0
hier. adv. pelag. 1.23,verg. ecl. 3.26,"non tu in triuiis, indocte, solebas stridenti miserum stipula disperdere carmen?",0.9281962513923645,1.0
hier. adv. pelag. 1.23,verg. georg. 1.197,"uidi lecta diu et multo spectata labore degenerare tamen, ni uis humana quotannis maxima quaeque manu legeret: sic omnia fatis in peius ruere ac retro sublapsa referri, non aliter quam qui aduerso uix flumine lembum remigiis subigit, si bracchia forte remisit, atque illum in praeceps prono rapit alueus amni.",0.9218770563602448,1.0
hier. adv. pelag. 1.23,verg. georg. 2.475,"Me uero primum dulces ante omnia Musae, quarum sacra fero ingenti percussus amore, accipiant caelique uias et sidera monstrent, defectus solis uarios lunaeque labores, unde tremor terris, qua ui maria alta tumescant obicibus ruptis rursusque in se ipsa residant, quid tantum Oceano properent se tingere soles hiberni, uel quae tardis mora noctibus obstet.",0.9088602662086487,1.0
hier. adv. pelag. 1.23,verg. aen. 1.177,"tum Cererem corruptam undis Cerealiaque arma expediunt fessi rerum, frugesque receptas et torrere parant flammis et frangere saxo.",0.905540943145752,1.0
hier. adv. pelag. 1.23,verg. aen. 10.636,"tum dea nube caua tenuem sine uiribus umbram in faciem Aeneae uisu mirabile monstrum Dardaniis ornat telis clipeumque iubasque diuini assimulat capitis, dat inania uerba, dat sine mente sonum gressusque effingit euntis, morte obita qualis fama est uolitare figuras aut quae sopitos deludunt somnia sensus.",0.9045010805130005,1.0
hier. adv. pelag. 1.23,verg. aen. 11.508,"o decus Italiae uirgo, quas dicere grates quasue referre parem?",0.9004870355129242,1.0
hier. adv. pelag. 1.23,verg. aen. 10.875,"sic pater ille deum faciat, sic altus Apollo!",0.8862387835979462,1.0
hier. adv. pelag. 1.23,verg. ecl. 3.49,MENALCAS Numquam hodie effugies; ueniam quocumque uocaris.,0.8789524137973785,1.0
hier. adv. pelag. 1.23,verg. aen. 4.172,"coniugium uocat, hoc praetexit nomine culpam.",0.8731462955474854,1.0
hier. adv. pelag. 3.11,verg. ecl. 3.26,"non tu in triuiis, indocte, solebas stridenti miserum stipula disperdere carmen?",0.9707956314086914,1.0
hier. adv. pelag. 3.11,verg. aen. 1.177,"tum Cererem corruptam undis Cerealiaque arma expediunt fessi rerum, frugesque receptas et torrere parant flammis et frangere saxo.",0.9653554856777191,1.0
hier. adv. pelag. 3.11,verg. ecl. 8.62,"Haec Damon; uos, quae responderit Alphesiboeus, dicite, Pierides: non omnia possumus omnes.",0.9612773060798645,1.0
hier. adv. pelag. 3.11,verg. georg. 2.475,"Me uero primum dulces ante omnia Musae, quarum sacra fero ingenti percussus amore, accipiant caelique uias et sidera monstrent, defectus solis uarios lunaeque labores, unde tremor terris, qua ui maria alta tumescant obicibus ruptis rursusque in se ipsa residant, quid tantum Oceano properent se tingere soles hiberni, uel quae tardis mora noctibus obstet.",0.9483828544616699,1.0
hier. adv. pelag. 3.11,verg. ecl. 3.49,MENALCAS Numquam hodie effugies; ueniam quocumque uocaris.,0.9460619688034058,1.0
hier. adv. pelag. 3.11,verg. aen. 10.636,"tum dea nube caua tenuem sine uiribus umbram in faciem Aeneae uisu mirabile monstrum Dardaniis ornat telis clipeumque iubasque diuini assimulat capitis, dat inania uerba, dat sine mente sonum gressusque effingit euntis, morte obita qualis fama est uolitare figuras aut quae sopitos deludunt somnia sensus.",0.9399688541889191,1.0
hier. adv. pelag. 3.11,verg. georg. 1.197,"uidi lecta diu et multo spectata labore degenerare tamen, ni uis humana quotannis maxima quaeque manu legeret: sic omnia fatis in peius ruere ac retro sublapsa referri, non aliter quam qui aduerso uix flumine lembum remigiis subigit, si bracchia forte remisit, atque illum in praeceps prono rapit alueus amni.",0.9345737397670746,1.0
hier. adv. pelag. 3.11,verg. aen. 10.875,"sic pater ille deum faciat, sic altus Apollo!",0.8979136347770691,1.0
hier. adv. pelag. 3.11,verg. aen. 11.508,"o decus Italiae uirgo, quas dicere grates quasue referre parem?",0.8784269988536835,1.0
hier. adv. pelag. 3.11,verg. aen. 4.172,"coniugium uocat, hoc praetexit nomine culpam.",0.848892480134964,0.0
hier. adv. pelag. 3.4,verg. georg. 2.475,"Me uero primum dulces ante omnia Musae, quarum sacra fero ingenti percussus amore, accipiant caelique uias et sidera monstrent, defectus solis uarios lunaeque labores, unde tremor terris, qua ui maria alta tumescant obicibus ruptis rursusque in se ipsa residant, quid tantum Oceano properent se tingere soles hiberni, uel quae tardis mora noctibus obstet.",0.9628048241138458,1.0
hier. adv. pelag. 3.4,verg. aen. 1.177,"tum Cererem corruptam undis Cerealiaque arma expediunt fessi rerum, frugesque receptas et torrere parant flammis et frangere saxo.",0.945403516292572,1.0
hier. adv. pelag. 3.4,verg. ecl. 8.62,"Haec Damon; uos, quae responderit Alphesiboeus, dicite, Pierides: non omnia possumus omnes.",0.9432068765163422,1.0
hier. adv. pelag. 3.4,verg. ecl. 3.26,"non tu in triuiis, indocte, solebas stridenti miserum stipula disperdere carmen?",0.9408543705940247,1.0
hier. adv. pelag. 3.4,verg. georg. 1.197,"uidi lecta diu et multo spectata labore degenerare tamen, ni uis humana quotannis maxima quaeque manu legeret: sic omnia fatis in peius ruere ac retro sublapsa referri, non aliter quam qui aduerso uix flumine lembum remigiis subigit, si bracchia forte remisit, atque illum in praeceps prono rapit alueus amni.",0.936241090297699,1.0
hier. adv. pelag. 3.4,verg. aen. 10.636,"tum dea nube caua tenuem sine uiribus umbram in faciem Aeneae uisu mirabile monstrum Dardaniis ornat telis clipeumque iubasque diuini assimulat capitis, dat inania uerba, dat sine mente sonum gressusque effingit euntis, morte obita qualis fama est uolitare figuras aut quae sopitos deludunt somnia sensus.",0.9333436489105225,1.0
hier. adv. pelag. 3.4,verg. aen. 10.875,"sic pater ille deum faciat, sic altus Apollo!",0.8919652104377747,1.0
hier. adv. pelag. 3.4,verg. aen. 11.508,"o decus Italiae uirgo, quas dicere grates quasue referre parem?",0.8883277475833893,1.0
hier. adv. pelag. 3.4,verg. ecl. 3.49,MENALCAS Numquam hodie effugies; ueniam quocumque uocaris.,0.8771172165870667,1.0
hier. adv. pelag. 3.4,verg. aen. 4.172,"coniugium uocat, hoc praetexit nomine culpam.",0.8454227149486542,0.0
hier. adv. rufin. 1.17,verg. ecl. 3.26,"non tu in triuiis, indocte, solebas stridenti miserum stipula disperdere carmen?",0.9847332835197449,1.0
hier. adv. rufin. 1.17,verg. ecl. 8.62,"Haec Damon; uos, quae responderit Alphesiboeus, dicite, Pierides: non omnia possumus omnes.",0.9802031219005585,1.0
hier. adv. rufin. 1.17,verg. aen. 1.177,"tum Cererem corruptam undis Cerealiaque arma expediunt fessi rerum, frugesque receptas et torrere parant flammis et frangere saxo.",0.9646742641925812,1.0
hier. adv. rufin. 1.17,verg. georg. 2.475,"Me uero primum dulces ante omnia Musae, quarum sacra fero ingenti percussus amore, accipiant caelique uias et sidera monstrent, defectus solis uarios lunaeque labores, unde tremor terris, qua ui maria alta tumescant obicibus ruptis rursusque in se ipsa residant, quid tantum Oceano properent se tingere soles hiberni, uel quae tardis mora noctibus obstet.",0.9517850279808044,1.0
hier. adv. rufin. 1.17,verg. aen. 10.636,"tum dea nube caua tenuem sine uiribus umbram in faciem Aeneae uisu mirabile monstrum Dardaniis ornat telis clipeumque iubasque diuini assimulat capitis, dat inania uerba, dat sine mente sonum gressusque effingit euntis, morte obita qualis fama est uolitare figuras aut quae sopitos deludunt somnia sensus.",0.9201083481311798,1.0
hier. adv. rufin. 1.17,verg. georg. 1.197,"uidi lecta diu et multo spectata labore degenerare tamen, ni uis humana quotannis maxima quaeque manu legeret: sic omnia fatis in peius ruere ac retro sublapsa referri, non aliter quam qui aduerso uix flumine lembum remigiis subigit, si bracchia forte remisit, atque illum in praeceps prono rapit alueus amni.",0.8994841575622559,1.0
hier. adv. rufin. 1.17,verg. ecl. 3.49,MENALCAS Numquam hodie effugies; ueniam quocumque uocaris.,0.8978736996650696,1.0
hier. adv. rufin. 1.17,verg. aen. 10.875,"sic pater ille deum faciat, sic altus Apollo!",0.8769321441650391,1.0
hier. adv. rufin. 1.17,verg. aen. 11.508,"o decus Italiae uirgo, quas dicere grates quasue referre parem?",0.8513660132884979,1.0
hier. adv. rufin. 1.17,verg. aen. 4.172,"coniugium uocat, hoc praetexit nomine culpam.",0.844148576259613,0.0
hier. adv. rufin. 1.5,verg. aen. 10.875,"sic pater ille deum faciat, sic altus Apollo!",0.9813332557678223,1.0
hier. adv. rufin. 1.5,verg. georg. 1.197,"uidi lecta diu et multo spectata labore degenerare tamen, ni uis humana quotannis maxima quaeque manu legeret: sic omnia fatis in peius ruere ac retro sublapsa referri, non aliter quam qui aduerso uix flumine lembum remigiis subigit, si bracchia forte remisit, atque illum in praeceps prono rapit alueus amni.",0.9079760313034058,1.0
hier. adv. rufin. 1.5,verg. ecl. 8.62,"Haec Damon; uos, quae responderit Alphesiboeus, dicite, Pierides: non omnia possumus omnes.",0.902501255273819,1.0
hier. adv. rufin. 1.5,verg. aen. 10.636,"tum dea nube caua tenuem sine uiribus umbram in faciem Aeneae uisu mirabile monstrum Dardaniis ornat telis clipeumque iubasque diuini assimulat capitis, dat inania uerba, dat sine mente sonum gressusque effingit euntis, morte obita qualis fama est uolitare figuras aut quae sopitos deludunt somnia sensus.",0.90107262134552,1.0
hier. adv. rufin. 1.5,verg. ecl. 3.26,"non tu in triuiis, indocte, solebas stridenti miserum stipula disperdere carmen?",0.8992378413677216,1.0
hier. adv. rufin. 1.5,verg. georg. 2.475,"Me uero primum dulces ante omnia Musae, quarum sacra fero ingenti percussus amore, accipiant caelique uias et sidera monstrent, defectus solis uarios lunaeque labores, unde tremor terris, qua ui maria alta tumescant obicibus ruptis rursusque in se ipsa residant, quid tantum Oceano properent se tingere soles hiberni, uel quae tardis mora noctibus obstet.",0.895922988653183,1.0
hier. adv. rufin. 1.5,verg. aen. 1.177,"tum Cererem corruptam undis Cerealiaque arma expediunt fessi rerum, frugesque receptas et torrere parant flammis et frangere saxo.",0.8675897419452667,1.0
hier. adv. rufin. 1.5,verg. aen. 11.508,"o decus Italiae uirgo, quas dicere grates quasue referre parem?",0.8629143238067627,1.0
hier. adv. rufin. 1.5,verg. ecl. 3.49,MENALCAS Numquam hodie effugies; ueniam quocumque uocaris.,0.8578661680221558,1.0
hier. adv. rufin. 1.5,verg. aen. 4.172,"coniugium uocat, hoc praetexit nomine culpam.",0.8543355464935303,1.0
hier. adv. rufin. 1.6,verg. aen. 1.177,"tum Cererem corruptam undis Cerealiaque arma expediunt fessi rerum, frugesque receptas et torrere parant flammis et frangere saxo.",0.9842888414859772,1.0
hier. adv. rufin. 1.6,verg. georg. 2.475,"Me uero primum dulces ante omnia Musae, quarum sacra fero ingenti percussus amore, accipiant caelique uias et sidera monstrent, defectus solis uarios lunaeque labores, unde tremor terris, qua ui maria alta tumescant obicibus ruptis rursusque in se ipsa residant, quid tantum Oceano properent se tingere soles hiberni, uel quae tardis mora noctibus obstet.",0.9792393445968628,1.0
hier. adv. rufin. 1.6,verg. ecl. 3.26,"non tu in triuiis, indocte, solebas stridenti miserum stipula disperdere carmen?",0.9710760116577148,1.0
hier. adv. rufin. 1.6,verg. aen. 10.636,"tum dea nube caua tenuem sine uiribus umbram in faciem Aeneae uisu mirabile monstrum Dardaniis ornat telis clipeumque iubasque diuini assimulat capitis, dat inania uerba, dat sine mente sonum gressusque effingit euntis, morte obita qualis fama est uolitare figuras aut quae sopitos deludunt somnia sensus.",0.9641777575016022,1.0
hier. adv. rufin. 1.6,verg. georg. 1.197,"uidi lecta diu et multo spectata labore degenerare tamen, ni uis humana quotannis maxima quaeque manu legeret: sic omnia fatis in peius ruere ac retro sublapsa referri, non aliter quam qui aduerso uix flumine lembum remigiis subigit, si bracchia forte remisit, atque illum in praeceps prono rapit alueus amni.",0.960239440202713,1.0
hier. adv. rufin. 1.6,verg. ecl. 8.62,"Haec Damon; uos, quae responderit Alphesiboeus, dicite, Pierides: non omnia possumus omnes.",0.9540291428565979,1.0
hier. adv. rufin. 1.6,verg. ecl. 3.49,MENALCAS Numquam hodie effugies; ueniam quocumque uocaris.,0.9257743954658508,1.0
hier. adv. rufin. 1.6,verg. aen. 11.508,"o decus Italiae uirgo, quas dicere grates quasue referre parem?",0.8993667364120483,1.0
hier. adv. rufin. 1.6,verg. aen. 10.875,"sic pater ille deum faciat, sic altus Apollo!",0.871512234210968,1.0
hier. adv. rufin. 1.6,verg. aen. 4.172,"coniugium uocat, hoc praetexit nomine culpam.",0.851352334022522,1.0
hier. adv. rufin. 3.28,verg. georg. 2.475,"Me uero primum dulces ante omnia Musae, quarum sacra fero ingenti percussus amore, accipiant caelique uias et sidera monstrent, defectus solis uarios lunaeque labores, unde tremor terris, qua ui maria alta tumescant obicibus ruptis rursusque in se ipsa residant, quid tantum Oceano properent se tingere soles hiberni, uel quae tardis mora noctibus obstet.",0.9804907441139221,1.0
hier. adv. rufin. 3.28,verg. aen. 1.177,"tum Cererem corruptam undis Cerealiaque arma expediunt fessi rerum, frugesque receptas et torrere parant flammis et frangere saxo.",0.9690534770488739,1.0
hier. adv. rufin. 3.28,verg. ecl. 3.26,"non tu in triuiis, indocte, solebas stridenti miserum stipula disperdere carmen?",0.9588114023208618,1.0
hier. adv. rufin. 3.28,verg. georg. 1.197,"uidi lecta diu et multo spectata labore degenerare tamen, ni uis humana quotannis maxima quaeque manu legeret: sic omnia fatis in peius ruere ac retro sublapsa referri, non aliter quam qui aduerso uix flumine lembum remigiis subigit, si bracchia forte remisit, atque illum in praeceps prono rapit alueus amni.",0.9582458734512329,1.0
hier. adv. rufin. 3.28,verg. ecl. 8.62,"Haec Damon; uos, quae responderit Alphesiboeus, dicite, Pierides: non omnia possumus omnes.",0.9575469195842743,1.0
hier. adv. rufin. 3.28,verg. aen. 10.636,"tum dea nube caua tenuem sine uiribus umbram in faciem Aeneae uisu mirabile monstrum Dardaniis ornat telis clipeumque iubasque diuini assimulat capitis, dat inania uerba, dat sine mente sonum gressusque effingit euntis, morte obita qualis fama est uolitare figuras aut quae sopitos deludunt somnia sensus.",0.9532241821289062,1.0
hier. adv. rufin. 3.28,verg. ecl. 3.49,MENALCAS Numquam hodie effugies; ueniam quocumque uocaris.,0.9148877859115601,1.0
hier. adv. rufin. 3.28,verg. aen. 11.508,"o decus Italiae uirgo, quas dicere grates quasue referre parem?",0.8695884943008423,1.0
hier. adv. rufin. 3.28,verg. aen. 10.875,"sic pater ille deum faciat, sic altus Apollo!",0.8611858189105988,1.0
hier. adv. rufin. 3.28,verg. aen. 4.172,"coniugium uocat, hoc praetexit nomine culpam.",0.8474545478820801,0.0
hier. adv. rufin. 3.29,verg. ecl. 8.62,"Haec Damon; uos, quae responderit Alphesiboeus, dicite, Pierides: non omnia possumus omnes.",0.8921743631362915,1.0
hier. adv. rufin. 3.29,verg. aen. 10.636,"tum dea nube caua tenuem sine uiribus umbram in faciem Aeneae uisu mirabile monstrum Dardaniis ornat telis clipeumque iubasque diuini assimulat capitis, dat inania uerba, dat sine mente sonum gressusque effingit euntis, morte obita qualis fama est uolitare figuras aut quae sopitos deludunt somnia sensus.",0.8679635226726532,1.0
hier. adv. rufin. 3.29,verg. aen. 11.508,"o decus Italiae uirgo, quas dicere grates quasue referre parem?",0.8671361804008484,1.0
hier. adv. rufin. 3.29,verg. ecl. 3.26,"non tu in triuiis, indocte, solebas stridenti miserum stipula disperdere carmen?",0.866873174905777,1.0
hier. adv. rufin. 3.29,verg. georg. 1.197,"uidi lecta diu et multo spectata labore degenerare tamen, ni uis humana quotannis maxima quaeque manu legeret: sic omnia fatis in peius ruere ac retro sublapsa referri, non aliter quam qui aduerso uix flumine lembum remigiis subigit, si bracchia forte remisit, atque illum in praeceps prono rapit alueus amni.",0.866531252861023,1.0
hier. adv. rufin. 3.29,verg. aen. 10.875,"sic pater ille deum faciat, sic altus Apollo!",0.8649918735027313,1.0
hier. adv. rufin. 3.29,verg. georg. 2.475,"Me uero primum dulces ante omnia Musae, quarum sacra fero ingenti percussus amore, accipiant caelique uias et sidera monstrent, defectus solis uarios lunaeque labores, unde tremor terris, qua ui maria alta tumescant obicibus ruptis rursusque in se ipsa residant, quid tantum Oceano properent se tingere soles hiberni, uel quae tardis mora noctibus obstet.",0.8628382384777069,1.0
hier. adv. rufin. 3.29,verg. aen. 1.177,"tum Cererem corruptam undis Cerealiaque arma expediunt fessi rerum, frugesque receptas et torrere parant flammis et frangere saxo.",0.8504574596881866,1.0
hier. adv. rufin. 3.29,verg. aen. 4.172,"coniugium uocat, hoc praetexit nomine culpam.",0.8339729309082031,0.0
hier. adv. rufin. 3.29,verg. ecl. 3.49,MENALCAS Numquam hodie effugies; ueniam quocumque uocaris.,0.8111758530139923,0.0
